"furosemide, injection 10 mg/ml",2 ml/ampoule,Diuretics,750,2,20
"hydrochlorothiazide, tablets 25 mg",tablet,Diuretics,75,10,200
"atropine, injection 1 mg/ml",1 ml/ampoule,Gastrointestinal medicines,300,3,50
"promethazine, tablets 25 mg",tablet,Gastrointestinal medicines,30,1,500
"bag, urine, collecting, 2000 ml",unit,"Medical devices, renewable",3000,1,10
"cannula, IV short, 18G (1.3 x 45 mm), sterile, single-use",unit,"Medical devices, renewable",300,3,100
"cannula, IV short, 22G (0.8 x 25 mm), sterile, single-use",unit,"Medical devices, renewable",600,5,50
"cannula, IV short, 24G (0.7 x 19 mm), sterile, single-use",unit,"Medical devices, renewable",600,2,50
"catheter, Foley, CH12, sterile, single-use",unit,"Medical devices, renewable",6000,1,5
"catheter, Foley, CH14, sterile, single-use",unit,"Medical devices, renewable",6000,2,5
"catheter, Foley, CH18, sterile, single-use",unit,"Medical devices, renewable",300,24,100
"clamp, umbilical, sterile",unit,"Medical devices, renewable",20,0,1500
"compress, gauze, 10 cm x 10 cm, non-sterile",unit,"Medical devices, renewable",15,0,2000
"compress, gauze, 10 cm x 10 cm, sterile",unit,"Medical devices, renewable",300,0,100
"gloves, examination, latex, large, single-use",unit,"Medical devices, renewable",300,0,100
"gloves, examination, latex, medium, single-use",unit,"Medical devices, renewable",300,0,100
"gloves, examination, latex, small, single-use",unit,"Medical devices, renewable",300,0,100
"gloves, surgical, 6.5, sterile, single-use, pair",unit,"Medical devices, renewable",600,24,50
"gloves, surgical, 7.5, sterile, single-use, pair",unit,"Medical devices, renewable",200,0,150
"gloves, surgical, 8.5, sterile, single-use, pair",unit,"Medical devices, renewable",600,46,50
"indicator, TST (time, steam, temperature) control spot",unit,"Medical devices, renewable",100,0,300
"masking tape, 2 cm x 50 m",roll,"Medical devices, renewable",30000,0,1
"needle, scalp vein, 21G (0.8 x 19 mm), sterile, single-use",unit,"Medical devices, renewable",300,32,100
"needle, scalp vein, 25G (0.5 x 19 mm), sterile, single-use",unit,"Medical devices, renewable",100,52,300
"needle, single-use, 19G (1.1 x 40 mm), sterile",unit,"Medical devices, renewable",15,678,2000
"needle, single-use, 21G (0.8 x 40 mm), sterile",unit,"Medical devices, renewable",20,764,1500
"needle, single-use, 23G (0.6 x 25 mm), sterile",unit,"Medical devices, renewable",20,222,1500
"needle, single-use, 25G (0.5 x 16 mm), sterile",unit,"Medical devices, renewable",300,79,100
"needle, spinal, 20G (0.9 x 90 mm), sterile, single-use",unit,"Medical devices, renewable",1200,1,25
"needle, spinal, 22G (0.7 x 40 mm), sterile, single-use",unit,"Medical devices, renewable",1200,6,25
"paper sheet, crepe, approximately 1 m x 1 m, for sterilization pack",sheet,"Medical devices, renewable",300,0,100
"razor, safety, single-use",unit,"Medical devices, renewable",300,0,100
"safety box for used syringes/needles, 5 litres",unit,"Medical devices, renewable",600,25,50
"scalpel blade, No. 22, sterile, single-use",unit,"Medical devices, renewable",300,11,100
"bandage, elastic, 7.5 cm x 5 m, roll",unit,"Medical devices, renewable",1500,3,20
"bandage, gauze, 8 cm x 4 m, roll",unit,"Medical devices, renewable",150,55,200
"compress, gauze, 10 cm x 10 cm, non-sterile",unit,"Medical devices, renewable",60,2,500
"cotton wool, 500 g, roll, non-sterile",unit,"Medical devices, renewable",15000,1,2
"gloves, examination, latex, medium, single-use",unit,"Medical devices, renewable",300,42,100
"soap, toilet, bar, approximately 110 g, wrapped",unit,"Medical devices, renewable",3000,1,10
"tape, adhesive, zinc oxide, 2.5 cm x 5 m",unit,"Medical devices, renewable",1000,1,30
"Interagency Emergency Health Kit 2011, English version",unit,Guidelines for IHEK 2011 users,250,1,2
"Interagency Emergency Health Kit 2011, French version",unit,Guidelines for IHEK 2011 users,250,1,2
"Interagency Emergency Health Kit 2011, Spanish version",unit,Guidelines for IHEK 2011 users,250,1,2
"apron, protection, plastic, single-use",unit,"Medical devices, equipment",450,12,100
"basin, kidney, stainless steel, 825 ml",unit,"Medical devices, equipment",22500,1,2
"bowl, stainless steel, 180 ml",unit,"Medical devices, equipment",22500,0,2
"brush, hand, scrubbing, plastic",unit,"Medical devices, equipment",22500,0,2
"drawsheet, plastic, 90 cm x 180 cm",unit,"Medical devices, equipment",22500,0,2
"drum, sterilizing, approximately 150 mm x 150 mm",unit,"Medical devices, equipment",22500,0,2
"filter, drinking, candle, 10-80 litre per day",unit,"Medical devices, equipment",15000,0,3
"forceps, artery, Kocher, 140 mm, straight",unit,"Medical devices, equipment",22500,0,2
"otoscope set, cased",unit,"Medical devices, equipment",22500,0,2
"scale, electronic, mother-and-child, 150 kg x 100 g",unit,"Medical devices, equipment",45000,0,1
"scale, infant spring (only), 25 kg x 100 g",unit,"Medical devices, equipment",15000,0,3
"basin, kidney, stainless steel, 825 ml",unit,"Medical devices, equipment",45000,0,1
"bottle, plastic, 250 ml, wash bottle",unit,"Medical devices, equipment",45000,0,1
"bottle, plastic, 1 litre, with screw cap",unit,"Medical devices, equipment",45000,0,1
"bowl, stainless steel, 180 ml unit 1",unit,"Medical devices, equipment",45000,0,1
"brush, hand, scrubbing, plastic",unit,"Medical devices, equipment",45000,0,1
"drum, sterilizing, approximately 150 mm x 150 mm",unit,"Medical devices, equipment",45000,0,1
"forceps, artery, Kocher, 140 mm, straight",unit,"Medical devices, equipment",45000,0,1
"pail, with water scoop, handle, polyethylene, 10 litre or 15 litre",unit,"Medical devices, equipment",45000,0,1
"scissors, Deaver, 140 mm, straight, sharp/blunt",unit,"Medical devices, equipment",45000,0,1
"surgical instruments, dressing set3",unit,"Medical devices, equipment",45000,0,1
"thermometer, clinical, digital, 32 - 43 Celsius",unit,"Medical devices, equipment",45000,0,1
"tray, dressing, stainless steel, 300 mm x 200 mm x 30 mm",unit,"Medical devices, equipment",45000,0,1
"water container, PVC/PE, collapsible, 10 litre or 15 litre",unit,"Medical devices, equipment",45000,0,1
"ook, exercise, A4 size, 100 pages, hard cover1",unit,Stationary,2500,0,4
"envelope, plastic, 10 cm x 15 cm",unit,Stationary,5,122,2000
health card2,unit,Stationary,20,32,500
"pad, note, plain, A6 size, 100 sheets",unit,Stationary,1000,1,10
"pen, ball-point, blue",unit,Stationary,1000,1,10
"plastic bag, for health card, 11 cm x 25 cm, snap-lock fastening",unit,Stationary,20,1,500
